customer_id,treatment,purchased,ITE
1,0,0,-0.8610408774898244
2,1,1,0.11563025387675352
3,1,0,0.20750285556631154
4,0,0,-0.17142246440705272
5,1,0,0.5957946771515309
6,0,0,0.13434799261304758
7,1,1,0.12419801684689873
8,0,0,-0.6510863327560839
9,0,0,-0.18394447138381925
10,0,0,0.21979964599344892
11,1,1,0.2382779713924097
12,1,1,0.1282002185080267
13,1,0,-0.021516242085593662
14,0,0,-0.3718554357920396
15,0,0,-0.1095598720390265
16,0,0,0.34702491376663
17,0,0,-0.22846072836255388
18,0,0,0.25246852906608264
19,1,0,-0.1779646049909785
20,0,0,-0.11993991817221947
21,0,0,-0.6669814066655143
22,1,1,0.08188454777852688
23,0,0,-0.05311317695370199
24,0,0,0.12142653261473663
25,0,1,-0.2875395696075972
26,1,0,-0.034729870765744186
27,0,1,0.35124048303248273
28,0,0,-0.4543668474114627
29,1,0,-0.1346820010399798
30,0,0,-0.285971355630115
31,1,1,-0.20534938823641802
32,0,0,-0.5096478631426166
33,0,1,0.15635772492925687
34,1,0,0.543421582666718
35,0,0,-0.6610142373809574
36,1,0,-0.173959770997835
37,0,0,0.09791178159194269
38,0,0,-0.279627274485979
39,0,1,0.19408471982953934
40,0,0,-0.649826699435588
41,1,0,-0.11984326675898926
42,0,0,-0.38274469054476057
43,0,1,0.13570317306242086
44,1,1,0.20652095309321056
45,1,1,-0.11586081287090527
46,0,1,-0.06583198492026543
47,1,1,0.3401706568833181
48,0,1,-0.44913522766965175
49,0,0,0.2839616835821258
50,0,0,0.4106369642008155
51,0,0,-0.29666461347159934
52,1,1,-0.10723481197571572
53,1,0,0.36036469014572436
54,0,0,-0.4062030565770156
55,1,1,-0.22752803267170219
56,1,1,-0.30268730710653674
57,0,0,-0.06270496142974574
58,0,0,0.30154005646220383
59,0,0,-0.08174733580963989
60,0,1,0.005471596034595488
61,0,1,-0.5278705526773727
62,0,0,-0.07846341835468118
63,0,0,0.07469568291836715
64,1,0,0.23672015364396198
65,1,0,-0.11136787836346668
66,0,0,0.22159115550565162
67,0,1,-0.14881497929463056
68,1,1,0.10261903426962177
69,0,0,-0.1480423275182498
70,0,0,-0.3435063030797499
71,1,0,0.09004217231465372
72,0,0,0.03431805348372352
73,0,0,-0.23686056652589116
74,1,0,-0.11550774748498593
75,1,1,0.4188924079759274
76,1,0,0.3765737326035803
77,0,0,-0.0148848821247769
78,1,1,0.4860216184484301
79,0,0,-0.17762555943705016
80,0,0,0.017483280135872248
81,0,0,-0.4362223556369834
82,0,0,-0.07522268395825055
83,1,0,0.05520436411347346
84,0,0,-0.31401532415545397
85,0,0,0.17532695413401178
86,1,1,-0.5567369471958352
87,0,0,-0.16162560516830787
88,0,0,-0.1543030608375751
89,1,0,0.40989248276977047
90,1,1,-0.31359177178328607
91,1,0,0.21429109267821622
92,1,0,-0.05805124262266226
93,1,1,0.6837840114844744
94,1,0,-0.16446326513679232
95,0,0,0.2930751925284361
96,0,0,-0.08072529261536326
97,1,0,-0.0418912585324549
98,0,0,0.13132506371685448
99,1,0,-0.11891649281061678
100,1,1,0.4721099731534496
101,1,1,-0.23937061568257317
102,0,0,-0.35405576819659
103,0,1,0.15882911496565189
104,0,0,0.0604618714264234
105,1,1,0.0887484967162932
106,0,0,0.11025094297178956
107,0,0,-0.21861950174473394
108,1,0,-0.11523005562072886
109,1,0,0.2926800241772164
110,0,1,0.28858294003548096
111,0,0,0.10371850541453534
112,0,1,-0.736568102184306
113,0,0,-0.46663245033762557
114,0,0,0.08372875135345306
115,1,0,0.37589108536924043
116,0,0,-0.190310502793324
117,1,0,0.008152116028767864
118,0,0,-0.33895080041128
119,0,0,-0.38532883540226526
120,1,0,0.10439688111077983
121,1,0,0.03277274019110743
122,0,0,-0.19008689697501607
123,0,0,-0.5539941278692164
124,1,0,-0.29574709069612937
125,1,1,0.17062458769703343
126,0,1,-0.37318347787945805
127,0,0,-0.6771699877467836
128,1,1,0.21992096430767327
129,1,1,0.3181893376022633
130,1,0,0.2703921598837232
131,0,0,-0.21171104146561492
132,0,0,0.0005388139563873295
133,1,0,-0.4086682298933302
134,1,0,0.3001552281083393
135,0,0,0.025369046755065128
136,1,0,0.4341222251028157
137,0,0,0.20926840192021412
138,0,0,-0.01690707030666594
139,0,0,0.21020456464330575
140,0,0,-0.3260884101623097
141,1,0,0.3755393429290912
142,1,1,0.22812569029468832
143,1,0,0.17092257580589504
144,0,0,0.07061616978876356
145,0,0,-0.025503603996702373
146,0,0,-0.1462964725352267
147,1,0,0.06415366581973264
148,1,0,0.4158232004423103
149,1,1,0.11796230735776014
150,1,0,-0.27069907322845255
151,1,1,-0.09783369234235428
152,1,0,0.24335642216128506
153,0,1,-0.6332263291490913
154,1,1,0.029130062873028884
155,0,1,0.3221434476483571
156,1,0,-0.05589142341571496
157,1,0,-0.13861275707256226
158,0,0,0.12061911107951778
159,1,1,0.14323651480937627
160,1,1,0.030776299838648824
161,1,0,-0.0349156463262717
162,0,0,-0.0963599882033297
163,0,0,0.20900028598322487
164,1,0,0.22135349799523352
165,1,0,0.18281034003096092
166,0,0,-0.04346098222079253
167,0,1,0.2810381325905202
168,1,0,0.16075079359063668
169,0,0,-0.5918747403229957
170,0,0,-0.26749620016155917
171,1,0,0.17354547277689392
172,1,0,-0.10353642194172707
173,1,0,-0.21203237047855572
174,0,0,-0.28895972510352097
175,1,1,-0.10037707028006992
176,1,1,0.21619867669240606
177,1,0,0.23965483611093907
178,0,0,-0.19604204875429498
179,0,0,-0.25219953651425286
180,0,0,-0.2582235656213881
181,1,0,-0.027643114840530614
182,1,0,0.2015383305403629
183,1,0,-0.11864349563171184
184,0,1,0.18466587144018093
185,1,0,0.2728504299394531
186,0,0,-0.41259932701936175
187,0,1,-0.3983670219182195
188,0,0,-0.006702607364679203
189,0,0,0.12089325084641428
190,1,0,-0.3688953571243122
191,0,1,0.026366074470812184
192,1,1,-0.07489547400475094
193,0,0,0.048530280654047325
194,1,0,-0.0039726762348955
195,0,0,-0.37043547204700605
196,0,0,-0.3684534176259968
197,0,0,-0.48602053481057855
198,1,1,-0.21072366802715037
199,0,0,-0.022787738659048817
200,1,0,0.20655897772573112
201,1,0,-0.1722822195805317
202,1,1,0.4939904017776073
203,0,0,-0.26019151141464103
204,0,1,-0.26595803034852983
205,0,0,-0.2291951995910223
206,0,0,-0.19649862094575277
207,0,0,-0.11805894680835555
208,1,1,0.1206028321041227
209,1,1,0.460865438373829
210,0,0,-0.07340421332437258
211,0,0,0.1241014460862982
212,0,1,-0.5550784945531992
213,0,0,-0.21263543258339151
214,1,1,0.13803407163156373
215,1,0,0.27037990166579456
216,1,0,0.15952526354254482
217,0,0,0.11644985654848239
218,0,0,-0.29429319631093914
219,0,0,-0.20393200138530143
220,0,0,-0.18915771663477343
221,1,0,0.38116532903392997
222,0,0,0.03185154598423626
223,1,0,0.2793779755907027
224,0,0,0.26640576091152546
225,1,1,0.6403585523144382
226,1,0,0.16132068273065892
227,1,0,0.28195102035601083
228,1,1,0.6415442260513615
229,1,0,0.2304806168080304
230,1,0,0.6396068216464511
231,1,0,-0.07866872160533289
232,0,0,-0.11296086299244423
233,1,0,0.05866934803905738
234,0,0,0.05514597679622102
235,1,0,0.00977883863575868
236,1,0,0.17167770489223744
237,1,1,0.40465994014511575
238,1,0,0.658300534267019
239,0,0,0.14964843384404306
240,0,0,0.06253774677045021
241,1,0,0.6351873065003458
242,1,0,-0.0707581917885895
243,0,0,0.12877037904767002
244,0,0,-0.18037164419525387
245,0,1,-0.1457689401487221
246,1,0,0.1952066732790932
247,0,0,-0.2614397752868415
248,0,0,0.14785717136511972
249,0,0,0.33033440159817096
250,0,1,-0.151384805767608
251,0,0,-0.7645104855118363
252,1,1,0.07832265700140278
253,1,0,-0.22810503509694197
254,0,0,-0.28434412680790966
255,0,0,-0.5070320045320131
256,0,0,0.252471718221316
257,0,0,0.29496336380324983
258,0,0,-0.14868350375739237
259,0,0,-0.44494517344866513
260,1,0,0.020572444288051217
261,1,1,-0.057461782774658854
262,0,0,-0.1627237878245686
263,0,0,-0.551368929863259
264,0,0,-0.1779721793433529
265,0,0,-0.36841353154775447
266,0,0,-0.035854701636242936
267,0,0,-0.21028838064772404
268,0,1,-0.3805696669729029
269,1,1,0.4047788649646557
270,0,0,0.4054485606133038
271,1,0,-0.023507533168894812
272,0,0,-0.12057343141893162
273,0,0,-0.030069902844980456
274,0,0,-0.3417209462758082
275,1,0,-0.21824607807688245
276,0,0,0.2932873571212663
277,0,0,-0.6379219634008451
278,0,0,-0.29700951124659336
279,1,0,0.030546962200278305
280,1,0,-0.2602235202445125
281,0,1,-0.21651154327866667
282,1,0,0.276046542528924
283,0,0,0.48160412923386925
284,0,0,-0.34031648544822135
285,1,0,-0.005168800999284517
286,0,0,-0.15544548419111148
287,1,1,0.22421888894455633
288,1,0,-0.31271531122363805
289,0,0,-0.06184726711205574
290,0,0,-0.43503108699262394
291,0,0,-0.15993653565635452
292,1,0,0.41231766883166815
293,0,0,0.006643544161584414
294,0,0,-0.37551749676192
295,0,1,-0.12126627037323423
296,1,1,0.16673485567580631
297,0,1,-0.048598313611968424
298,1,1,0.33491226621383474
299,1,1,0.6861657956308858
300,1,0,0.02529225753915998
301,1,1,0.01837093169055537
302,0,1,0.16955475341475024
303,0,0,-0.4102656177711288
304,0,0,0.03332853531315544
305,0,1,-0.79768331733023
306,1,0,-0.3775495171107298
307,1,1,0.5697732946249295
308,0,0,0.21862907168212875
309,0,0,-0.10555202426262372
310,0,0,-0.13316407078064352
311,1,0,-0.2167132586061506
312,0,0,-0.24914177251854502
313,0,0,-0.060812214657602115
314,0,0,0.014043815329705778
315,0,1,0.19537873913550774
316,1,0,0.6258243218325298
317,1,0,0.00912898498585002
318,0,0,0.08115955370293859
319,1,0,-0.5294474994541963
320,1,0,-0.15244027970745533
321,1,0,0.23672861440401483
322,0,0,-0.14294729118120425
323,0,0,-0.17365436182814098
324,0,0,0.01630504207657768
325,1,1,-0.09447844322334764
326,0,0,-0.35949138400905245
327,0,0,-0.32740302015700223
328,0,1,-0.14825208587491912
329,1,1,0.43810461621473284
330,0,1,-0.9404913027563487
331,1,0,0.527691414572969
332,1,0,0.08991212104537871
333,0,0,0.34268932497121324
334,0,0,-0.3986422065258499
335,0,0,0.19015149468825981
336,0,0,-0.3264338290409003
337,1,0,0.2901196231821531
338,1,1,0.6293472752286214
339,1,0,-0.07386210983029051
340,0,0,-0.17992246130368122
341,1,1,0.3180451043771292
342,0,0,-0.6685333400143447
343,1,0,0.6332048838895101
344,0,0,-0.06295827172992641
345,0,0,-0.32253962264899494
346,0,0,-0.39157352573761384
347,0,0,-0.04397109818542411
348,1,1,-0.5835730582451273
349,1,1,0.4731569951290275
350,0,0,0.18648335042534575
351,0,1,-0.4942060181728011
352,0,0,-0.5015315740407154
353,0,0,0.19148374735638943
354,0,0,-0.3052885490516628
355,0,0,-0.5818149062167464
356,0,0,-0.701429309003402
357,1,1,0.04609818762777179
358,1,1,0.27505126775434713
359,0,0,-0.695960636733761
360,0,1,-0.2281888168359945
361,0,0,0.08353486034689112
362,0,1,-0.08395258040845782
363,0,0,-0.19940616071432893
364,1,0,-0.18409382961094056
365,1,0,0.020861774220666374
366,0,0,-0.5024052390812417
367,0,0,-0.007161040517900674
368,1,1,0.47137900581612524
369,0,0,-0.4972239611593571
370,0,0,-0.10089559605881102
371,1,0,-0.2658356541336623
372,0,0,-0.1544163709913693
373,0,0,-0.3879761371208427
374,1,1,0.07785172084305081
375,1,0,0.2558107789831993
376,0,0,0.14725346217004465
377,0,0,-0.18032425066220092
378,1,0,-0.004517852589829063
379,1,1,0.6736727276229656
380,0,0,-0.1540821545602648
381,1,1,0.42945220386524857
382,0,0,0.023494173194845216
383,1,1,-0.23050661132328
384,0,0,0.07946853409551619
385,0,0,-0.9025402314926418
386,1,0,-0.5340424826283873
387,1,0,-0.01513921872036278
388,1,1,-0.18680068174861586
389,0,0,-0.15862126470047994
390,1,1,0.4796034655592232
391,1,0,0.2525300506834741
392,0,0,0.013701441945798087
393,1,1,-0.01177329191441312
394,1,0,0.5542234500892775
395,0,0,0.2854378349811691
396,1,0,0.006218259490957723
397,0,0,-0.509340280677035
398,1,0,-0.029202599398065354
399,1,0,0.4872644618075611
400,0,0,0.08647098835719574
401,1,0,0.03536003643368807
402,0,0,-0.2166770230121936
403,0,0,0.11108848093260143
404,0,0,-0.12288526152961943
405,0,0,-0.09924575665941304
406,0,0,-0.07567122512316049
407,0,0,-0.0994494217709474
408,0,0,-0.22349917020087778
409,0,0,0.21666779514222467
410,1,0,0.27391454160804707
411,1,0,0.16730013873069993
412,0,1,-0.239034300207918
413,0,0,-0.224506947824876
414,1,0,0.7306600200248242
415,0,0,0.07304820973889503
416,0,0,-0.2955697608913957
417,0,0,-0.049175683965139605
418,1,1,0.10951852532739609
419,1,1,0.30423966254294
420,0,0,-1.226854304227645
421,1,0,-0.12252291336555965
422,0,0,0.15208808633431076
423,1,0,0.035603918320686656
424,1,0,0.1001861874613712
425,0,0,-0.2445861515889639
426,0,0,-0.6032379649977007
427,0,0,-0.17945586000605307
428,0,0,0.52766565752046
429,1,1,-0.11248083424995481
430,0,0,0.040959466081843754
431,0,1,-0.5294968782290258
432,1,0,0.3082179706575079
433,0,0,-0.3393982294105967
434,1,0,-0.09750865268312026
435,0,0,-0.47888538700519817
436,0,0,-0.044446636413693286
437,1,1,0.5829448736778193
438,1,1,0.41640867177073837
439,0,0,0.24674849621395756
440,1,0,0.23053912216433137
441,1,1,0.01119959611966248
442,0,0,-0.10588742436491744
443,1,0,0.5274127109239171
444,0,0,-0.44466945048710105
445,0,0,-0.25535202679389923
446,1,0,-0.1814753562964307
447,0,0,0.007621358807240908
448,0,0,-0.11505173192120455
449,0,0,0.06102675533561075
450,1,1,0.44771577219392267
451,1,0,-0.3511902758490295
452,0,1,-0.22389735267329658
453,0,1,-0.2865925717155925
454,1,0,-0.7429391076565193
455,1,0,-0.06876629309183624
456,1,1,-0.2794785015170019
457,0,0,-0.6312317519646421
458,0,0,0.29668559485770724
459,1,0,-0.19784915496551375
460,0,1,-0.399226683310129
461,0,0,0.3866106870782652
462,0,1,-0.10876437925315258
463,0,0,0.30402240304612205
464,0,1,-0.08705124383378116
465,1,0,0.6466126028208901
466,0,0,-0.5030264171346667
467,0,0,-0.5179235265842541
468,1,1,-0.4738010281993863
469,0,0,0.20446149277547512
470,1,1,0.08519349222100325
471,1,0,0.038905984286524475
472,0,0,-0.20496402285568205
473,0,0,0.0854321196376423
474,0,1,-0.4775362322045146
475,1,0,0.30657457741722616
476,0,0,-0.38167190847521976
477,0,0,-0.04677803037825268
478,0,0,0.23989205152414783
479,1,1,0.09080347348979523
480,0,0,0.19306490799309864
481,0,0,-0.517747434544293
482,1,0,-0.8359563301397803
483,1,0,0.12887006209433133
484,0,0,-0.2235993500936569
485,1,1,-0.006598616076727626
486,0,0,-0.5637167320229972
487,1,1,-0.35252037954778126
488,1,1,-0.096234039371281
489,0,0,-0.3127506382498202
490,0,1,0.3028335229036285
491,1,0,-0.07856321923783582
492,1,1,-0.4128680892910458
493,0,0,0.159283139622353
494,1,0,0.125017955092791
495,0,0,-0.09712715686569118
496,0,0,-0.1910429751866256
497,1,1,0.6568010136787126
498,1,0,0.6912957583977059
499,1,0,0.330372286488983
500,0,0,-0.3425369557766699
501,1,0,0.44711457786512826
502,1,1,0.0015205978967904876
503,1,1,-0.14065837544794468
504,1,1,0.4175128249091759
505,1,1,0.64147258399754
506,0,0,0.032604427267473535
507,0,0,-0.05506748363718478
508,1,0,-0.07396993638610738
509,0,0,0.10896557933409501
510,0,0,-0.7518044446022656
511,1,0,0.09738787044644026
512,0,1,-0.3584738177694716
513,0,0,-0.062484033721361354
514,1,1,0.24370732963334837
515,0,0,-0.6422107284003173
516,0,0,-0.32373501757045575
517,1,0,0.2983196126052419
518,0,0,0.05118423920573201
519,0,0,0.1688045015017391
520,0,0,-0.22257242747997125
521,0,0,-0.5722505047739825
522,1,0,0.33318529429883703
523,0,0,0.038523732851632936
524,0,1,-0.08282811628305142
525,1,1,-0.19180861704350372
526,0,0,-0.07325134237049191
527,0,1,-0.15896960937163185
528,1,1,0.40737746318465484
529,0,0,-0.09703173378507257
530,0,0,0.2781339194728084
531,0,0,-0.5322889173639371
532,0,0,-0.15823536412314126
533,0,0,0.3121610073300106
534,0,0,0.18750197810663918
535,1,1,0.25170333841361564
536,0,0,-0.4901719355765818
537,1,1,0.1636282336407846
538,0,0,0.097693279460425
539,0,0,-0.06567920245073161
540,1,1,0.42293627747513274
541,0,0,-0.28028046586844485
542,1,0,0.02371417277268606
543,0,1,0.18551758621533831
544,1,1,-0.11455470250352684
545,1,0,0.34440113752066287
546,0,0,-0.4175439003512841
547,0,1,-0.16055390189700264
548,0,0,0.21413479511996844
549,1,0,0.17448482621210598
550,1,0,-0.4333775249539863
551,1,0,-0.10939202779220336
552,0,0,0.17420977223898249
553,1,1,0.13738094992622057
554,0,1,-0.046615302350613785
555,1,1,-0.20639635268352874
556,1,0,-0.0628632698090924
557,0,0,-0.7073646419276115
558,0,1,0.14402856192176386
559,0,0,0.23171007178148317
560,0,0,-0.10820463877540432
561,0,1,-0.2048433069072101
562,0,0,-0.2901013146017323
563,0,0,-0.5034647350805617
564,0,0,-0.4528303367510198
565,1,1,-0.3011699377390026
566,1,0,0.5695231084012006
567,0,1,0.40280456544934096
568,1,0,-0.35828919567010703
569,1,1,-0.10700916548722361
570,1,1,-0.42529556468686247
571,1,1,-0.3135952854212988
572,0,0,-0.2991532322535283
573,1,0,0.5111316695298934
574,0,0,-0.3023765289031982
575,1,0,-0.254436869860583
576,0,0,-0.25795052114752004
577,1,0,-0.0037801951015630775
578,1,0,0.480697344959998
579,1,0,0.20901399145707766
580,1,0,0.02628892322403331
581,0,0,-0.059876290712502
582,0,0,-0.1962613213846433
583,0,0,-0.2615794908518544
584,1,1,0.4221589265610769
585,0,0,0.2539989947371302
586,0,0,0.5793446373603308
587,0,0,-0.1984683606474964
588,1,1,0.782511689451582
589,1,0,-0.2574350110866974
590,0,0,-0.2123181143164764
591,0,0,0.2554324748784995
592,0,0,-0.23365726586538454
593,0,0,0.534486798549821
594,1,1,0.008626953395496684
595,0,1,-0.04767096103153212
596,1,0,-0.12947483870428728
597,1,0,0.1391323047401184
598,1,0,0.2272852630261712
599,1,0,-0.06402569386601026
600,1,1,0.08013552153624104
601,1,0,-0.04009168387080253
602,0,1,-0.6930437381229395
603,1,0,-0.08523658736494377
604,0,1,-0.6514368404330826
605,1,1,0.7588963785752989
606,1,0,0.20927792487752403
607,0,0,0.35386664130397827
608,0,0,-0.2901893332224973
609,1,0,-0.2753778627301012
610,1,0,-0.13401776210798033
611,0,0,0.2438926350760544
612,1,0,-0.31708366568906043
613,1,0,0.46457138444661694
614,0,0,-0.4984791030145471
615,1,1,-0.3017864299523819
616,1,0,0.4148635004562172
617,1,0,0.4048165752390378
